order_id,order_date,product_id,channel,quantity,sales_amount,discount_amount
O-002164,2026-05-12,LR-SHP-001,Amazon US,1,29000.0,0.0
O-002165,2026-05-12,LR-SHP-001,Kakao Gift,2,58000.0,0.0
O-002166,2026-05-12,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-002167,2026-05-12,LR-SHP-001,D2C Store,2,55100.0,2900.0
O-002168,2026-05-12,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002169,2026-05-12,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-002170,2026-05-12,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-002171,2026-05-12,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-002172,2026-05-12,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002173,2026-05-12,LR-SHP-001,D2C Store,2,55100.0,2900.0
O-002174,2026-05-12,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002175,2026-05-12,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002176,2026-05-12,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-002177,2026-05-12,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002178,2026-05-12,LR-SHP-001,D2C Store,2,58000.0,0.0
O-002179,2026-05-12,LR-SHP-001,Kakao Gift,1,24650.0,4350.0
O-002180,2026-05-12,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002181,2026-05-12,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002182,2026-05-12,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002183,2026-05-12,LR-CND-002,D2C Store,1,27000.0,0.0
O-002184,2026-05-12,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002185,2026-05-12,LR-CND-002,D2C Store,1,27000.0,0.0
O-002186,2026-05-12,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-002187,2026-05-12,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002188,2026-05-12,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002189,2026-05-12,LR-CND-002,D2C Store,3,68850.0,12150.0
O-002190,2026-05-12,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-002191,2026-05-12,LR-CND-002,D2C Store,2,54000.0,0.0
O-002192,2026-05-12,LR-CND-002,D2C Store,1,27000.0,0.0
O-002193,2026-05-12,LR-CND-002,Kakao Gift,1,24300.0,2700.0
O-002194,2026-05-12,LR-CND-002,D2C Store,3,76950.0,4050.0
O-002195,2026-05-12,LR-CND-002,D2C Store,1,21600.0,5400.0
O-002196,2026-05-12,LR-CND-002,D2C Store,1,24300.0,2700.0
O-002197,2026-05-12,LR-CND-002,D2C Store,1,27000.0,0.0
O-002198,2026-05-12,LR-CND-002,Amazon US,1,27000.0,0.0
O-002199,2026-05-12,LR-CND-002,Naver SmartStore,2,54000.0,0.0
O-002200,2026-05-12,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-002201,2026-05-12,LR-CND-002,D2C Store,2,54000.0,0.0
O-002202,2026-05-12,LR-CND-002,D2C Store,1,27000.0,0.0
O-002203,2026-05-12,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-002204,2026-05-12,LR-TRT-003,D2C Store,2,74100.0,3900.0
O-002205,2026-05-12,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002206,2026-05-12,LR-TRT-003,Naver SmartStore,1,37050.0,1950.0
O-002207,2026-05-12,LR-TRT-003,Naver SmartStore,3,105300.0,11700.0
O-002208,2026-05-12,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-002209,2026-05-12,LR-TRT-003,Naver SmartStore,1,37050.0,1950.0
O-002210,2026-05-12,LR-TRT-003,Naver SmartStore,1,37050.0,1950.0
O-002211,2026-05-12,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002212,2026-05-12,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002213,2026-05-12,LR-TRT-003,D2C Store,2,78000.0,0.0
O-002214,2026-05-12,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-002215,2026-05-12,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002216,2026-05-12,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002217,2026-05-12,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-002218,2026-05-12,LR-TRT-003,Naver SmartStore,1,35100.0,3900.0
O-002219,2026-05-12,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-002220,2026-05-12,LR-OIL-004,Naver SmartStore,3,86400.0,9600.0
O-002221,2026-05-12,LR-OIL-004,Naver SmartStore,2,57600.0,6400.0
O-002222,2026-05-12,LR-OIL-004,D2C Store,2,60800.0,3200.0
O-002223,2026-05-12,LR-OIL-004,D2C Store,2,60800.0,3200.0
O-002224,2026-05-12,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-002225,2026-05-12,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-002226,2026-05-12,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002227,2026-05-12,LR-OIL-004,D2C Store,2,64000.0,0.0
O-002228,2026-05-12,LR-OIL-004,D2C Store,2,54400.0,9600.0
O-002229,2026-05-12,LR-OIL-004,Naver SmartStore,1,32000.0,0.0
O-002230,2026-05-12,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002231,2026-05-12,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002232,2026-05-12,LR-OIL-004,D2C Store,2,64000.0,0.0
O-002233,2026-05-12,LR-OIL-004,Naver SmartStore,1,30400.0,1600.0
O-002234,2026-05-12,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-002235,2026-05-12,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-002236,2026-05-12,LR-MSK-005,Kakao Gift,2,61200.0,10800.0
O-002237,2026-05-12,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-002238,2026-05-12,LR-MSK-005,D2C Store,2,61200.0,10800.0
O-002239,2026-05-12,LR-MSK-005,D2C Store,1,36000.0,0.0
O-002240,2026-05-12,LR-MSK-005,Naver SmartStore,2,72000.0,0.0
O-002241,2026-05-12,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-002242,2026-05-12,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-002243,2026-05-12,LR-TON-006,D2C Store,1,27900.0,3100.0
O-002244,2026-05-12,LR-TON-006,D2C Store,1,31000.0,0.0
O-002245,2026-05-12,LR-TON-006,Naver SmartStore,2,62000.0,0.0
O-002246,2026-05-12,LR-TON-006,D2C Store,1,27900.0,3100.0
O-002247,2026-05-12,LR-SER-007,D2C Store,1,34000.0,0.0
O-002248,2026-05-12,LR-SER-007,D2C Store,2,61200.0,6800.0
O-002249,2026-05-12,LR-SER-007,D2C Store,1,34000.0,0.0
O-002250,2026-05-12,LR-SER-007,D2C Store,2,57800.0,10200.0
O-002251,2026-05-12,LR-SER-007,D2C Store,1,27200.0,6800.0
O-002252,2026-05-12,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-002253,2026-05-12,LR-SER-007,D2C Store,1,28900.0,5100.0
O-002254,2026-05-12,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-002255,2026-05-12,LR-SER-007,D2C Store,1,34000.0,0.0
O-002256,2026-05-12,LR-SER-007,D2C Store,1,32300.0,1700.0
O-002257,2026-05-12,LR-SER-007,D2C Store,2,57800.0,10200.0
O-002258,2026-05-12,LR-SER-007,Kakao Gift,1,32300.0,1700.0
O-002259,2026-05-12,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002260,2026-05-12,LR-KIT-008,Naver SmartStore,1,62100.0,6900.0
O-002261,2026-05-12,LR-KIT-008,Naver SmartStore,1,58650.0,10350.0
O-002262,2026-05-12,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002263,2026-05-12,LR-KIT-008,Naver SmartStore,1,69000.0,0.0
O-002264,2026-05-12,LR-KIT-008,Amazon US,2,138000.0,0.0
O-002265,2026-05-12,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002266,2026-05-12,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-002267,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002268,2026-05-13,LR-SHP-001,D2C Store,2,46400.0,11600.0
O-002269,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002270,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002271,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002272,2026-05-13,LR-SHP-001,Naver SmartStore,1,23200.0,5800.0
O-002273,2026-05-13,LR-SHP-001,Kakao Gift,3,82650.0,4350.0
O-002274,2026-05-13,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-002275,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002276,2026-05-13,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-002277,2026-05-13,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002278,2026-05-13,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-002279,2026-05-13,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-002280,2026-05-13,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-002281,2026-05-13,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002282,2026-05-13,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002283,2026-05-13,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002284,2026-05-13,LR-SHP-001,Amazon US,1,29000.0,0.0
O-002285,2026-05-13,LR-SHP-001,Kakao Gift,1,23200.0,5800.0
O-002286,2026-05-13,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002287,2026-05-13,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-002288,2026-05-13,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002289,2026-05-13,LR-SHP-001,D2C Store,2,49300.0,8700.0
O-002290,2026-05-13,LR-SHP-001,D2C Store,3,82650.0,4350.0
O-002291,2026-05-13,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002292,2026-05-13,LR-SHP-001,Amazon US,1,29000.0,0.0
O-002293,2026-05-13,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-002294,2026-05-13,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002295,2026-05-13,LR-SHP-001,D2C Store,2,49300.0,8700.0
O-002296,2026-05-13,LR-SHP-001,D2C Store,2,55100.0,2900.0
O-002297,2026-05-13,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-002298,2026-05-13,LR-CND-002,Kakao Gift,1,25650.0,1350.0
O-002299,2026-05-13,LR-CND-002,Naver SmartStore,2,54000.0,0.0
O-002300,2026-05-13,LR-CND-002,D2C Store,1,24300.0,2700.0
O-002301,2026-05-13,LR-CND-002,D2C Store,1,27000.0,0.0
O-002302,2026-05-13,LR-CND-002,Naver SmartStore,2,54000.0,0.0
O-002303,2026-05-13,LR-CND-002,D2C Store,1,27000.0,0.0
O-002304,2026-05-13,LR-CND-002,Amazon US,1,25650.0,1350.0
O-002305,2026-05-13,LR-CND-002,Naver SmartStore,2,48600.0,5400.0
O-002306,2026-05-13,LR-CND-002,D2C Store,2,48600.0,5400.0
O-002307,2026-05-13,LR-CND-002,D2C Store,2,48600.0,5400.0
O-002308,2026-05-13,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002309,2026-05-13,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002310,2026-05-13,LR-CND-002,D2C Store,1,27000.0,0.0
O-002311,2026-05-13,LR-CND-002,Amazon US,2,54000.0,0.0
O-002312,2026-05-13,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-002313,2026-05-13,LR-CND-002,Kakao Gift,1,24300.0,2700.0
O-002314,2026-05-13,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-002315,2026-05-13,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-002316,2026-05-13,LR-CND-002,D2C Store,1,27000.0,0.0
O-002317,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002318,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002319,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002320,2026-05-13,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-002321,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002322,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002323,2026-05-13,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002324,2026-05-13,LR-TRT-003,Naver SmartStore,1,35100.0,3900.0
O-002325,2026-05-13,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002326,2026-05-13,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002327,2026-05-13,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-002328,2026-05-13,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-002329,2026-05-13,LR-TRT-003,D2C Store,3,111150.0,5850.0
O-002330,2026-05-13,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002331,2026-05-13,LR-OIL-004,Naver SmartStore,1,32000.0,0.0
O-002332,2026-05-13,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-002333,2026-05-13,LR-OIL-004,D2C Store,3,86400.0,9600.0
O-002334,2026-05-13,LR-OIL-004,D2C Store,1,27200.0,4800.0
O-002335,2026-05-13,LR-OIL-004,Kakao Gift,1,32000.0,0.0
O-002336,2026-05-13,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-002337,2026-05-13,LR-OIL-004,Naver SmartStore,2,60800.0,3200.0
O-002338,2026-05-13,LR-OIL-004,D2C Store,2,64000.0,0.0
O-002339,2026-05-13,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-002340,2026-05-13,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-002341,2026-05-13,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002342,2026-05-13,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-002343,2026-05-13,LR-MSK-005,Naver SmartStore,3,108000.0,0.0
O-002344,2026-05-13,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-002345,2026-05-13,LR-MSK-005,Amazon US,1,36000.0,0.0
O-002346,2026-05-13,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-002347,2026-05-13,LR-MSK-005,Naver SmartStore,1,32400.0,3600.0
O-002348,2026-05-13,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-002349,2026-05-13,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-002350,2026-05-13,LR-TON-006,D2C Store,1,27900.0,3100.0
O-002351,2026-05-13,LR-TON-006,D2C Store,2,58900.0,3100.0
O-002352,2026-05-13,LR-TON-006,Naver SmartStore,1,27900.0,3100.0
O-002353,2026-05-13,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-002354,2026-05-13,LR-TON-006,D2C Store,2,62000.0,0.0
O-002355,2026-05-13,LR-TON-006,D2C Store,2,55800.0,6200.0
O-002356,2026-05-13,LR-TON-006,D2C Store,1,26350.0,4650.0
O-002357,2026-05-13,LR-TON-006,D2C Store,1,31000.0,0.0
O-002358,2026-05-13,LR-TON-006,D2C Store,2,62000.0,0.0
O-002359,2026-05-13,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-002360,2026-05-13,LR-TON-006,D2C Store,1,29450.0,1550.0
O-002361,2026-05-13,LR-SER-007,D2C Store,1,34000.0,0.0
O-002362,2026-05-13,LR-SER-007,Kakao Gift,2,68000.0,0.0
O-002363,2026-05-13,LR-SER-007,D2C Store,1,32300.0,1700.0
O-002364,2026-05-13,LR-SER-007,Naver SmartStore,1,32300.0,1700.0
O-002365,2026-05-13,LR-SER-007,D2C Store,1,34000.0,0.0
O-002366,2026-05-13,LR-SER-007,D2C Store,1,34000.0,0.0
O-002367,2026-05-13,LR-SER-007,Naver SmartStore,1,32300.0,1700.0
O-002368,2026-05-13,LR-SER-007,Amazon US,1,32300.0,1700.0
O-002369,2026-05-13,LR-SER-007,D2C Store,1,32300.0,1700.0
O-002370,2026-05-13,LR-SER-007,Amazon US,1,34000.0,0.0
O-002371,2026-05-13,LR-KIT-008,D2C Store,1,58650.0,10350.0
O-002372,2026-05-13,LR-KIT-008,Amazon US,2,138000.0,0.0
O-002373,2026-05-13,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-002374,2026-05-13,LR-KIT-008,Kakao Gift,1,62100.0,6900.0
O-002375,2026-05-13,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002376,2026-05-13,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002377,2026-05-13,LR-KIT-008,D2C Store,1,65550.0,3450.0
O-002378,2026-05-13,LR-KIT-008,D2C Store,2,110400.0,27600.0
O-002379,2026-05-13,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002380,2026-05-14,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002381,2026-05-14,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002382,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002383,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002384,2026-05-14,LR-SHP-001,Naver SmartStore,2,49300.0,8700.0
O-002385,2026-05-14,LR-SHP-001,Naver SmartStore,1,26100.0,2900.0
O-002386,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002387,2026-05-14,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-002388,2026-05-14,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-002389,2026-05-14,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002390,2026-05-14,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002391,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002392,2026-05-14,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-002393,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002394,2026-05-14,LR-SHP-001,Naver SmartStore,2,49300.0,8700.0
O-002395,2026-05-14,LR-SHP-001,Naver SmartStore,1,24650.0,4350.0
O-002396,2026-05-14,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002397,2026-05-14,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002398,2026-05-14,LR-SHP-001,D2C Store,2,58000.0,0.0
O-002399,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002400,2026-05-14,LR-CND-002,D2C Store,2,54000.0,0.0
O-002401,2026-05-14,LR-CND-002,D2C Store,2,54000.0,0.0
O-002402,2026-05-14,LR-CND-002,Naver SmartStore,1,21600.0,5400.0
O-002403,2026-05-14,LR-CND-002,Naver SmartStore,1,22950.0,4050.0
O-002404,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002405,2026-05-14,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-002406,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002407,2026-05-14,LR-CND-002,D2C Store,2,45900.0,8100.0
O-002408,2026-05-14,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-002409,2026-05-14,LR-CND-002,Naver SmartStore,2,54000.0,0.0
O-002410,2026-05-14,LR-CND-002,Naver SmartStore,1,21600.0,5400.0
O-002411,2026-05-14,LR-CND-002,Amazon US,1,25650.0,1350.0
O-002412,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002413,2026-05-14,LR-CND-002,D2C Store,1,24300.0,2700.0
O-002414,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002415,2026-05-14,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002416,2026-05-14,LR-CND-002,D2C Store,2,43200.0,10800.0
O-002417,2026-05-14,LR-CND-002,D2C Store,2,54000.0,0.0
O-002418,2026-05-14,LR-CND-002,D2C Store,3,81000.0,0.0
O-002419,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002420,2026-05-14,LR-CND-002,Naver SmartStore,1,25650.0,1350.0
O-002421,2026-05-14,LR-CND-002,D2C Store,1,27000.0,0.0
O-002422,2026-05-14,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002423,2026-05-14,LR-TRT-003,Kakao Gift,1,39000.0,0.0
O-002424,2026-05-14,LR-TRT-003,Naver SmartStore,2,78000.0,0.0
O-002425,2026-05-14,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-002426,2026-05-14,LR-TRT-003,D2C Store,2,78000.0,0.0
O-002427,2026-05-14,LR-TRT-003,Amazon US,2,74100.0,3900.0
O-002428,2026-05-14,LR-TRT-003,Kakao Gift,3,93600.0,23400.0
O-002429,2026-05-14,LR-TRT-003,D2C Store,2,78000.0,0.0
O-002430,2026-05-14,LR-TRT-003,D2C Store,2,70200.0,7800.0
O-002431,2026-05-14,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-002432,2026-05-14,LR-TRT-003,D2C Store,3,117000.0,0.0
O-002433,2026-05-14,LR-TRT-003,D2C Store,1,39000.0,0.0
O-002434,2026-05-14,LR-TRT-003,D2C Store,2,78000.0,0.0
O-002435,2026-05-14,LR-TRT-003,Kakao Gift,2,66300.0,11700.0
O-002436,2026-05-14,LR-TRT-003,D2C Store,3,99450.0,17550.0
O-002437,2026-05-14,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-002438,2026-05-14,LR-OIL-004,Naver SmartStore,1,30400.0,1600.0
O-002439,2026-05-14,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-002440,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002441,2026-05-14,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-002442,2026-05-14,LR-OIL-004,Kakao Gift,1,32000.0,0.0
O-002443,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002444,2026-05-14,LR-OIL-004,D2C Store,1,27200.0,4800.0
O-002445,2026-05-14,LR-OIL-004,D2C Store,1,27200.0,4800.0
O-002446,2026-05-14,LR-OIL-004,D2C Store,2,64000.0,0.0
O-002447,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002448,2026-05-14,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-002449,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002450,2026-05-14,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-002451,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002452,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002453,2026-05-14,LR-OIL-004,Naver SmartStore,2,60800.0,3200.0
O-002454,2026-05-14,LR-OIL-004,D2C Store,2,54400.0,9600.0
O-002455,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002456,2026-05-14,LR-OIL-004,D2C Store,1,32000.0,0.0
O-002457,2026-05-14,LR-OIL-004,D2C Store,2,57600.0,6400.0
O-002458,2026-05-14,LR-OIL-004,Amazon US,1,25600.0,6400.0
O-002459,2026-05-14,LR-MSK-005,D2C Store,2,72000.0,0.0
O-002460,2026-05-14,LR-MSK-005,D2C Store,2,64800.0,7200.0
O-002461,2026-05-14,LR-MSK-005,Naver SmartStore,1,34200.0,1800.0
O-002462,2026-05-14,LR-MSK-005,Naver SmartStore,1,34200.0,1800.0
O-002463,2026-05-14,LR-MSK-005,D2C Store,1,36000.0,0.0
O-002464,2026-05-14,LR-MSK-005,D2C Store,2,72000.0,0.0
O-002465,2026-05-14,LR-MSK-005,Naver SmartStore,2,64800.0,7200.0
O-002466,2026-05-14,LR-MSK-005,D2C Store,1,32400.0,3600.0
O-002467,2026-05-14,LR-MSK-005,Naver SmartStore,1,32400.0,3600.0
O-002468,2026-05-14,LR-MSK-005,D2C Store,1,36000.0,0.0
O-002469,2026-05-14,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-002470,2026-05-14,LR-TON-006,Naver SmartStore,3,93000.0,0.0
O-002471,2026-05-14,LR-TON-006,D2C Store,2,62000.0,0.0
O-002472,2026-05-14,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-002473,2026-05-14,LR-TON-006,D2C Store,1,31000.0,0.0
O-002474,2026-05-14,LR-TON-006,D2C Store,2,52700.0,9300.0
O-002475,2026-05-14,LR-SER-007,Naver SmartStore,1,32300.0,1700.0
O-002476,2026-05-14,LR-SER-007,D2C Store,2,54400.0,13600.0
O-002477,2026-05-14,LR-SER-007,D2C Store,1,32300.0,1700.0
O-002478,2026-05-14,LR-SER-007,D2C Store,1,32300.0,1700.0
O-002479,2026-05-14,LR-SER-007,D2C Store,2,68000.0,0.0
O-002480,2026-05-14,LR-SER-007,Naver SmartStore,1,34000.0,0.0
O-002481,2026-05-14,LR-SER-007,D2C Store,1,34000.0,0.0
O-002482,2026-05-14,LR-SER-007,D2C Store,3,102000.0,0.0
O-002483,2026-05-14,LR-SER-007,D2C Store,1,34000.0,0.0
O-002484,2026-05-14,LR-SER-007,Kakao Gift,1,34000.0,0.0
O-002485,2026-05-14,LR-SER-007,D2C Store,1,34000.0,0.0
O-002486,2026-05-14,LR-SER-007,D2C Store,1,34000.0,0.0
O-002487,2026-05-14,LR-SER-007,D2C Store,3,86700.0,15300.0
O-002488,2026-05-14,LR-SER-007,Naver SmartStore,1,34000.0,0.0
O-002489,2026-05-14,LR-KIT-008,Amazon US,1,65550.0,3450.0
O-002490,2026-05-14,LR-KIT-008,Naver SmartStore,1,65550.0,3450.0
O-002491,2026-05-14,LR-KIT-008,D2C Store,1,69000.0,0.0
O-002492,2026-05-14,LR-KIT-008,Naver SmartStore,1,69000.0,0.0
O-002493,2026-05-14,LR-KIT-008,Kakao Gift,1,58650.0,10350.0
O-002494,2026-05-15,LR-SHP-001,Kakao Gift,2,58000.0,0.0
O-002495,2026-05-15,LR-SHP-001,Naver SmartStore,1,26100.0,2900.0
O-002496,2026-05-15,LR-SHP-001,Naver SmartStore,1,27550.0,1450.0
O-002497,2026-05-15,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-002498,2026-05-15,LR-SHP-001,Kakao Gift,2,58000.0,0.0
O-002499,2026-05-15,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002500,2026-05-15,LR-SHP-001,Kakao Gift,3,87000.0,0.0
O-002501,2026-05-15,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-002502,2026-05-15,LR-SHP-001,Naver SmartStore,2,52200.0,5800.0
O-002503,2026-05-15,LR-SHP-001,Amazon US,1,27550.0,1450.0
O-002504,2026-05-15,LR-SHP-001,D2C Store,1,23200.0,5800.0
O-002505,2026-05-15,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-002506,2026-05-15,LR-SHP-001,D2C Store,1,29000.0,0.0
O-002507,2026-05-15,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-002508,2026-05-15,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-002509,2026-05-15,LR-CND-002,D2C Store,2,54000.0,0.0
O-002510,2026-05-15,LR-CND-002,D2C Store,1,22950.0,4050.0
O-002511,2026-05-15,LR-CND-002,D2C Store,2,51300.0,2700.0
O-002512,2026-05-15,LR-CND-002,Amazon US,1,27000.0,0.0
O-002513,2026-05-15,LR-CND-002,Kakao Gift,1,24300.0,2700.0
O-002514,2026-05-15,LR-CND-002,D2C Store,1,27000.0,0.0
O-002515,2026-05-15,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002516,2026-05-15,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-002517,2026-05-15,LR-CND-002,D2C Store,1,27000.0,0.0
O-002518,2026-05-15,LR-CND-002,D2C Store,1,25650.0,1350.0
O-002519,2026-05-15,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-002520,2026-05-15,LR-CND-002,Kakao Gift,1,24300.0,2700.0
